Security Id,State,Market Cap
KIRLOSIND,Maharashtra,5662.04
LYKALABS,Gujarat,378.38
HYBRIDFIN,Maharashtra,33.06
MANALIPETC,Tamil Nadu,1606.30
MIRCELECTR,Maharashtra,472.30
CENTENKA,Maharashtra,1213.25
SPICEJET,NCT of Delhi,4470.84
NAHARSPING,Punjab,1074.21
NIRLON,Maharashtra,3851.19
ORIENTHOT,Tamil Nadu,2310.18
OSWALAGRO,Punjab,572.38
PILITA,Rajasthan,288.58
PIXTRANS,Maharashtra,2012.92
SURYAROSNI,Haryana,6466.51
PRIMESECU,Maharashtra,811.19
PRUDMOULI,Telangana,70.95
PUNJCOMMU,Punjab,81.90
RSWM,Rajasthan,993.37
RAJSREESUG,Tamil Nadu,245.83
RAMANEWS,Gujarat,299.03
WELSPLSOL,Gujarat,2533.83
SPMLINFRA,NCT of Delhi,1044.51
SWARAJENG,Chandigarh,3630.21
THOMASCOOK,Maharashtra,11359.69
TIMEX,NCT of Delhi,1554.63
TOKYOPLAST,Daman and Diu,110.22
UNIENTER,Gujarat,1127.69
VHL,Punjab,1307.57
HOCL,Kerala,339.36
PASUPTAC,Uttar Pradesh,344.59
MUKANDLTD,Maharashtra,2517.11
UCAL,Tamil Nadu,364.87
HARRMALAYA,Kerala,421.34
HINDMOTORS,West Bengal,635.16
EXCELINDUS,Maharashtra,1483.34
GRWRHITECH,Maharashtra,5311.04
NOVARTIND,Maharashtra,2896.85
TNPETRO,Tamil Nadu,917.53
ZUARIIND,Goa,1099.52
MODIRUBBER,Uttar Pradesh,257.42
CENTRUM,Maharashtra,1571.36
IITL,Maharashtra,435.51
MOTOGENFIN,NCT of Delhi,149.91
SHAILY,Gujarat,3766.87
COASTCORP,Andhra Pradesh,370.28
SAGCEM,Telangana,3089.27
DECCANCE,Telangana,901.94
MANGLMCEM,Rajasthan,2486.44
NCLIND,Telangana,1008.92
SAURASHCEM,Gujarat,1395.61
SHREDIGCEM,Gujarat,1583.15
ANDHRAPAP,Andhra Pradesh,2249.19
ORIENTPPR,Odisha,1167.02
SESHAPAPER,Tamil Nadu,2191.93
DCM,NCT of Delhi,183.66
PENINLAND,Maharashtra,1974.14
MARATHON,Maharashtra,2867.66
RELCHEMQ,Rajasthan,176.44
RUBYMILLS,Maharashtra,765.61
BANSWRAS,Rajasthan,550.28
SIYSIL,Maharashtra,2225.18
ELPROINTL,Maharashtra,1643.95
HIRECT,Maharashtra,1201.54
NIPPOBATRY,Tamil Nadu,428.59
NELCO,Maharashtra,1814.41
PERMAGN,Dadra and Nagar Haveli,907.05
UNIVCABLES,Madhya Pradesh,2999.24
WSI,Tamil Nadu,819.09
DELTAMAGNT,Maharashtra,102.54
RELTD,Karnataka,1099.20
SARDAEN,Maharashtra,9590.06
INDIANHUME,Maharashtra,2202.62
ORIENTCER,Maharashtra,594.25
NATIONSTD,Maharashtra,9302.20
SANDUMA,Karnataka,8449.31
AUTOAXLES,Karnataka,3022.15
ACGL,Goa,1299.92
TALBROAUTO,Haryana,2184.56
SMLISUZU,Punjab,2881.38
DYNAMATECH,Karnataka,4637.57
MANUGRAPH,Maharashtra,64.21
TEXINFRA,West Bengal,1634.25
WENDT,Karnataka,3099.10
RESPONIND,Maharashtra,7293.08
DOLATALGO,Gujarat,2165.68
SVPGLOB,Maharashtra,90.83
BHARATGEAR,Haryana,165.45
GRAUWEIL,Maharashtra,3884.38
HERCULES,Maharashtra,1963.84
IFBIND,West Bengal,6314.25
FMGOETZE,NCT of Delhi,2316.80
RANEHOLDIN,Tamil Nadu,2481.63
WPIL,West Bengal,4404.95
KENNAMET,Karnataka,6907.87
PRAKASH,Haryana,3236.90
GENESYS,Maharashtra,2460.66
KANANIIND,Maharashtra,59.36
ARIHANTSUP,Maharashtra,1505.22
BLISSGVS,Maharashtra,1144.79
STYRENIX,Gujarat,4352.44
ALEMBICLTD,Gujarat,3607.78
AMNPLST,Assam,1447.03
MODISONLTD,Maharashtra,476.53
HEUBACHIND,Maharashtra,1088.77
DMCC,Maharashtra,728.25
GOCLCORP,Telangana,2213.42
KANORICHEM,West Bengal,538.30
OCCL,Gujarat,376.93
PUNJABCHEM,Punjab,1652.08
SADHNANIQ,Maharashtra,1984.37
ULTRAMAR,Maharashtra,1299.40
TRANSPEK,Gujarat,958.96
TUTIALKA,Tamil Nadu,1048.03
PRIMO,Chandigarh,879.95
TANFACIND,Tamil Nadu,2079.19
GUJTHEM,Gujarat,3387.37
SAKHTISUG,Tamil Nadu,448.30
WALCHANNAG,Maharashtra,1746.43
GMBREW,Maharashtra,1806.05
RANASUG,Chandigarh,384.84
ASALCBR,Madhya Pradesh,1186.90
FOODSIN,Maharashtra,857.28
DHANUKA,Haryana,7787.66
TTKHLTCARE,Tamil Nadu,2048.90
TGVSL,Andhra Pradesh,1004.50
KANPRPLA,Uttar Pradesh,230.55
JAGSNPHARM,NCT of Delhi,926.13
KHAICHEM,Madhya Pradesh,724.51
FIBERWEB,Daman and Diu,120.75
HAWKINCOOK,Maharashtra,4507.89
ISTLTD,Haryana,1119.64
COSMOFIRST,NCT of Delhi,2165.08
EVERESTIND,Maharashtra,1886.77
AYMSYNTEX,Dadra and Nagar Haveli,568.95
NAVNETEDUL,Maharashtra,3419.21
RUCHINFRA,Maharashtra,332.18
LANCORHOL,Tamil Nadu,311.18
VISAKAIND,Telangana,927.99
GUFICBIO,Maharashtra,3452.55
PTL,Kerala,562.07
BENARAS,Uttar Pradesh,1046.50
GOACARBON,Goa,679.88
HINDCOMPOS,Maharashtra,813.77
HIL,Telangana,2251.52
INDIANCARD,Maharashtra,160.59
INTLCONV,West Bengal,530.96
JAYSREETEA,West Bengal,339.31
HUHTAMAKI,Maharashtra,2816.21
SHALPAINTS,Haryana,1216.74
JINDRILL,Maharashtra,1773.50
SATINDLTD,Maharashtra,1016.75
SHIVATEX,Tamil Nadu,237.35
IVC,Maharashtra,397.57
VLSFINANCE,NCT of Delhi,1179.38
CREST,Maharashtra,1177.39
INDBANK,Tamil Nadu,218.30
CAPTRUST,NCT of Delhi,219.98
MONARCH,Gujarat,1773.58
TIMESGTY,Maharashtra,114.26
ARIHANTCAP,Madhya Pradesh,833.94
DCMFINSERV,NCT of Delhi,11.91
SAMBHAAV,Gujarat,94.60
GICHSGFIN,Maharashtra,1358.93
BAIDFIN,Rajasthan,220.09
VIPULLTD,NCT of Delhi,521.69
UGROCAP,Maharashtra,2378.59
MUTHOOTCAP,Kerala,502.55
MASTERTR,Punjab,1631.16
DECNGOLD,Maharashtra,1681.93
SIGIND,Maharashtra,231.82
SECURKLOUD,Tamil Nadu,126.36
MMWL,Maharashtra,1896.21
BHAGYANGR,Telangana,370.98
LLOYDSENT,Maharashtra,4649.62
DONEAR,Maharashtra,668.46
STCINDIA,NCT of Delhi,1038.90
KOHINOOR,Haryana,157.00
KEYFINSERV,Maharashtra,175.95
BHANDARI,Punjab,168.75
ORBTEXP,Maharashtra,458.15
GANDHITUBE,Maharashtra,958.73
ORICONENT,Maharashtra,584.22
PENIND,Telangana,2468.65
SSWL,Punjab,3738.06
MANINDS,Maharashtra,2950.63
AJMERA,Maharashtra,2535.39
SHAHALLOYS,Gujarat,118.23
STEELCAS,Gujarat,1301.94
PITTIENG,Telangana,4024.90
MAHASTEEL,Chhattisgarh,164.43
AROGRANITE,NCT of Delhi,89.17
LOYALTEX,Tamil Nadu,277.52
HIMATSEIDE,Karnataka,1316.37
BSL,Rajasthan,206.98
TTL,NCT of Delhi,246.69
VARDMNPOLY,Punjab,232.25
SANGAMIND,Rajasthan,1972.18
AARVEEDEN,Gujarat,75.42
ASHIMASYN,Gujarat,805.55
PIONEEREMB,Maharashtra,143.77
PREMIERPOL,NCT of Delhi,448.19
KRRAIL,Telangana,1020.44
MANORG,Maharashtra,384.03
JYOTIRES,Gujarat,1682.46
MHLXMIRU,Gujarat,206.94
MURUDCERA,Karnataka,326.94
SAINTGOBAIN,Maharashtra,1250.88
MADHAV,Rajasthan,41.88
SHREYANIND,Punjab,404.10
STARPAPER,West Bengal,395.36
PAKKA,Uttar Pradesh,918.10
ARROWGREEN,Maharashtra,818.22
VISHNU,Telangana,2765.58
NRAIL,Maharashtra,810.11
3PLAND,Maharashtra,66.49
VINDHYATEL,Madhya Pradesh,3142.26
ADORWELD,Maharashtra,1906.71
SALZERELEC,Tamil Nadu,1511.17
SUBROS,NCT of Delhi,4243.26
LUMAXIND,NCT of Delhi,2652.89
GIPCL,Gujarat,3603.56
MINDTECK,Karnataka,933.18
IGARASHI,Tamil Nadu,1561.01
BUTTERFLY,Tamil Nadu,1528.08
ROTO,Uttar Pradesh,2091.75
ONWARDTEC,Maharashtra,1042.35
CENTUM,Karnataka,2097.92
PVP,Tamil Nadu,615.59
APCL,Telangana,563.85
TASTYBITE,Maharashtra,2538.17
AVTNPL,Tamil Nadu,1313.45
NAHARINDUS,Punjab,615.46
VADILALIND,Gujarat,3068.30
ADFFOODS,Gujarat,2400.52
WILLAMAGOR,West Bengal,40.86
ANIKINDS,Maharashtra,194.27
NKIND,Gujarat,33.66
NORBTEAEXP,West Bengal,15.04
HERITGFOOD,Telangana,4912.16
KELLTONTEC,Telangana,1511.19
RICOAUTO,Haryana,1668.74
MUNJALSHOW,Haryana,617.92
JTEKTINDIA,NCT of Delhi,5171.60
MUNJALAU,Gujarat,853.10
JAYBARMARU,NCT of Delhi,1156.65
RACLGEAR,NCT of Delhi,1225.92
ASAL,Maharashtra,1459.84
SHREYAS,Maharashtra,838.12
EUROTEXIND,Maharashtra,13.86
MARALOVER,Madhya Pradesh,284.95
NAGREEKEXP,West Bengal,123.43
SUPERSPIN,Tamil Nadu,45.60
SILINV,Rajasthan,592.84
SURYALAXMI,Telangana,157.21
DAMODARIND,Maharashtra,115.34
KITEX,Kerala,1456.02
UNIDT,NCT of Delhi,481.69
WINDMACHIN,Maharashtra,1022.68
SHANTIGEAR,Tamil Nadu,4918.25
HONDAPOWER,NCT of Delhi,4030.45
KLBRENG-B,West Bengal,1693.72
YUKEN,Karnataka,1756.30
GUJAPOLLO,Gujarat,310.58
MMFL,Tamil Nadu,3059.85
MAYURUNIQ,Rajasthan,2596.06
RAMRAT,Maharashtra,1827.32
JAYNECOIND,Maharashtra,4492.81
CONTROLPR,Maharashtra,1279.54
SINCLAIR,West Bengal,554.63
EIHAHOTELS,Tamil Nadu,2681.04
KOKUYOCMLN,Maharashtra,1538.16
VENKEYS,Maharashtra,2589.11
ADVANIHOTR,Maharashtra,628.58
SUPERHOUSE,Uttar Pradesh,245.86
TCPLPACK,Maharashtra,2213.21
BALMLAWRIE,West Bengal,4657.29
KOVAI,Tamil Nadu,4609.26
ELDEHSG,Uttar Pradesh,943.97
DCMSRIND,NCT of Delhi,1854.24
MAWANASUG,NCT of Delhi,452.00
MAHAPEXLTD,Karnataka,229.09
NILKAMAL,Dadra and Nagar Haveli,2898.48
NAHARPOLY,Punjab,667.32
JCHAC,Gujarat,5323.84
PRECWIRE,Maharashtra,2679.87
PLASTIBLEN,Maharashtra,787.47
APCOTEXIND,Maharashtra,2297.51
ASHIANA,West Bengal,4110.96
DVL,West Bengal,1272.97
MAZDA,Gujarat,569.13
MENONBE,Maharashtra,721.80
GUJRAFFIA,Gujarat,28.85
SIMPLEXINF,West Bengal,826.57
AXTEL,Gujarat,1005.88
HINFLUR,Telangana,37.94
KINGFA,Tamil Nadu,3041.54
RAMAPHO,Maharashtra,337.76
ALBERTDAVD,West Bengal,704.29
CARYSIL,Maharashtra,2149.36
KABRAEXTRU,Maharashtra,1453.12
VINYLINDIA,Maharashtra,736.33
WANBURY,Maharashtra,613.32
KOPRAN,Maharashtra,1170.31
JAYAGROGN,Maharashtra,904.65
BCLIND,Punjab,1480.22
INDOBORAX,Maharashtra,614.36
BODALCHEM,Gujarat,932.73
ORCHPHARMA,Tamil Nadu,6375.65
VIMTALABS,Telangana,1131.03
BIOFILCHEM,Madhya Pradesh,99.21
AAREYDRUGS,Maharashtra,128.40
SYNCOMF,Maharashtra,1420.34
KILITCH,Maharashtra,578.96
KREBSBIO,Andhra Pradesh,258.68
KMCSHIL,Tamil Nadu,1350.51
SUKHJITS,Punjab,749.93
PODDARMENT,Rajasthan,449.12
AKSHARCHEM,Gujarat,242.48
INDOAMIN,Maharashtra,1035.37
INDSWFTLTD,Chandigarh,111.58
BIBCL,Uttar Pradesh,118.01
SOTL,Maharashtra,3997.80
HESTERBIO,Gujarat,2179.76
NACLIND,Telangana,1329.69
NGLFINE,Maharashtra,1642.18
PANAMAPET,Gujarat,2430.63
BALPHARMA,Karnataka,179.93
ANDREWYU,West Bengal,2627.62
HITECHCORP,Maharashtra,410.93
FILATEX,Dadra and Nagar Haveli,2484.70
MOLDTECH,Telangana,739.53
ORIENTLTD,Maharashtra,98.95
GANESHHOUC,Gujarat,7535.27
PATINTLOG,Maharashtra,162.69
ALPHAGEO,Telangana,310.79
HAMPTON,NCT of Delhi,844.83
KRITI,Madhya Pradesh,932.05
SANGHIIND,Telangana,2492.07
TPLPLASTEH,Daman and Diu,746.41
LIBERTSHOE,Haryana,671.38
MIRZAINT,Uttar Pradesh,622.88
TFCILTD,NCT of Delhi,1691.26
ARENTERP,Rajasthan,13.40
KAMATHOTEL,Maharashtra,529.40
SANDESH,Gujarat,1184.35
GOLDIAM,Maharashtra,1828.87
GREENPLY,West Bengal,3792.60
SEAMECLTD,Maharashtra,3748.53
CHEVIOT,West Bengal,833.52
BANARBEADS,Uttar Pradesh,67.13
63MOONS,Tamil Nadu,1515.29
SARLAPOLY,Dadra and Nagar Haveli,886.80
VENUSREM,Chandigarh,506.48
URJA,NCT of Delhi,1072.45
ASHAPURMIN,Maharashtra,3241.35
MANGCHEFER,Karnataka,1472.55
SIL,Maharashtra,170.47
CSLFINANCE,NCT of Delhi,1032.74
SELAN,NCT of Delhi,1097.52
FAZE3Q,Dadra and Nagar Haveli,1190.66
UDAICEMENT,Rajasthan,2287.55
OPTIEMUS,NCT of Delhi,3297.77
THEMISMED,Gujarat,2043.75
SUVEN,Telangana,2753.18
KOTHARIPRO,Uttar Pradesh,486.31
CLSEL,Punjab,1080.97
ASIANENE,Maharashtra,1355.42
UGARSUGAR,Maharashtra,881.10
ORIENTBELL,Uttar Pradesh,561.53
NRBBEARING,Maharashtra,3084.56
NILAINFRA,Gujarat,503.00
DBSTOCKBRO,Gujarat,158.03
TINNARUBR,NCT of Delhi,2699.52
PARACABLES,NCT of Delhi,2213.56
GOODLUCK,NCT of Delhi,2806.75
STERTOOLS,NCT of Delhi,1348.03
BHAGERIA,Maharashtra,731.04
CHEMBOND,Maharashtra,819.00
CIFL,NCT of Delhi,846.91
REMSONSIND,Maharashtra,675.43
VIKASECO,NCT of Delhi,656.19
ALANKIT,NCT of Delhi,644.27
BALUFORGE,Maharashtra,4007.24
MEDICAMEQ,NCT of Delhi,578.83
ALICON,Maharashtra,1975.89
ARMANFIN,Gujarat,2085.62
NUCLEUS,NCT of Delhi,4151.34
LINC,West Bengal,890.40
VSTTILLERS,Karnataka,3455.25
HAVISHA,Telangana,37.31
PANACEABIO,Punjab,807.28
MERCURYEV,Gujarat,1274.65
ALMONDZ,NCT of Delhi,462.47
TNPL,Tamil Nadu,1826.47
GOLDTECH,Telangana,454.24
GRMOVER,NCT of Delhi,1153.80
CORALFINAC,Maharashtra,226.22
COUNCODOS,Telangana,49.74
LINCOLN,Gujarat,1241.44
PRAVEG,Gujarat,1915.87
VIDHIING,Maharashtra,2164.87
BHAGCHEM,Telangana,3410.76
GATECH,Telangana,84.39
PRAENG,Telangana,222.47
ASTAR,Maharashtra,1297.27
KHANDSE,Maharashtra,42.10
AGARIND,Maharashtra,1749.31
AMBIKCO,Tamil Nadu,930.26
FILATFASH,Telangana,1158.44
SINDHUTRAD,Karnataka,2857.19
SWELECTES,Tamil Nadu,1765.01
KDDL,Himachal Pradesh,4149.10
ACL,Andhra Pradesh,872.50
SKMEGGPROD,Tamil Nadu,688.27
INDRAMEDCO,NCT of Delhi,2157.98
GUJSTATFIN,Gujarat,209.06
ADROITINFO,Telangana,99.36
CYBERTECH,Maharashtra,644.87
DHANBANK,Kerala,1037.35
ITDC,NCT of Delhi,6506.47
ARCHIES,Haryana,85.46
HBSL,Haryana,90.65
ENERGYDEV,Karnataka,115.76
INDNIPPON,Tamil Nadu,1755.42
NSIL,NCT of Delhi,2215.74
ACCELYA,Maharashtra,2716.65
GEOJITFSL,Kerala,2701.14
INDSWFTLAB,Chandigarh,782.90
SHIVACEM,Odisha,1401.25
CINEVISTA,Maharashtra,100.51
INTENTECH,Telangana,395.31
AMBICAAGAR,Andhra Pradesh,44.23
COMPUSOFT,Rajasthan,252.80
IZMO,Karnataka,659.79
ACLGATI,Maharashtra,1390.77
AKSHOPTFBR,Rajasthan,138.78
MUKTAARTS,Maharashtra,155.84
DSSL,Maharashtra,1637.39
PNBGILTS,NCT of Delhi,2251.93
RAMCOIND,Tamil Nadu,2081.68
RAMCOSYS,Tamil Nadu,1324.27
VIRINCHI,Telangana,313.58
TIPSINDLTD,Maharashtra,7091.46
BALAJITELE,Maharashtra,681.77
CALSOFT,Tamil Nadu,26.43
PNC,Maharashtra,102.28
TAJGVK,Telangana,1991.09
AXISCADES,Karnataka,2252.62
AVANTEL,Andhra Pradesh,4377.64
MEGASOFT,Tamil Nadu,495.59
CEREBRAINT,Karnataka,88.47
NEXTMEDIA,Maharashtra,46.83
BFUTILITIE,Maharashtra,2968.59
MPSLTD,Tamil Nadu,3502.42
GULPOLY,Uttar Pradesh,1219.97
PONNIERODE,Tamil Nadu,462.29
ISMTLTD,Maharashtra,4295.67
BLIL,West Bengal,2051.03
POKARNA,Telangana,2162.53
TVSELECT,Tamil Nadu,642.60
TVTODAY,NCT of Delhi,1403.70
NDTV,NCT of Delhi,1392.26
GULFPETRO,Maharashtra,362.29
VIPCLOTHNG,Maharashtra,384.07
XCHANGING,Karnataka,1486.13
JINDALPHOT,Uttar Pradesh,889.04
POCL,Tamil Nadu,1166.33
3IINFOLTD,Maharashtra,637.28
MBECL,West Bengal,77.64
ALLSEC,Tamil Nadu,1685.44
MANGALAM,Maharashtra,169.68
CYBERMEDIA,NCT of Delhi,41.97
NDL,Gujarat,726.65
JSWHL,Maharashtra,7614.34
NECLIFE,Punjab,628.60
MSPL,West Bengal,1005.16
SPLIL,NCT of Delhi,177.16
MCLEODRUSS,West Bengal,294.04
RML,Tamil Nadu,1379.38
HTMEDIA,NCT of Delhi,629.82
SASKEN,Karnataka,2576.29
FCSSOFT,NCT of Delhi,661.60
AURIONPRO,Maharashtra,7898.85
BASML,Tamil Nadu,310.14
PBAINFRA,Maharashtra,17.52
EKC,Maharashtra,1636.55
KERNEX,Telangana,865.79
REPRO,Maharashtra,882.86
ASMS,Telangana,645.09
CELEBRITY,Tamil Nadu,98.23
NITINSPIN,Rajasthan,2219.28
ROHLTD,Karnataka,955.36
ENIL,Maharashtra,1122.16
JAGRAN,Uttar Pradesh,2130.84
GVKPIL,Telangana,1375.49
SADBHAV,Gujarat,489.49
SAKUMA,Maharashtra,943.45
GILLANDERS,West Bengal,190.61
BLKASHYAP,NCT of Delhi,2289.34
NITCO,Maharashtra,523.49
MALUPAPER,Maharashtra,67.38
UTTAMSUGAR,Uttarakhand,1258.37
SGL,NCT of Delhi,44.97
KKCL,Maharashtra,4140.60
RSYSTEMS,NCT of Delhi,5753.10
LOKESHMACH,Telangana,767.25
KAMDHENU,Haryana,1396.74
PAUSHAKLTD,Gujarat,1697.94
DEEPENR,Gujarat,561.44
HOVS,Maharashtra,87.62
GEECEE,Maharashtra,780.84
FIEMIND,NCT of Delhi,3467.75
INSPIRISYS,Tamil Nadu,582.37
GTLINFRA,Maharashtra,3406.74
SHIVAMAUTO,Haryana,460.41
PARSVNATH,NCT of Delhi,508.73
SUTLEJTEX,Rajasthan,1090.28
RUCHIRA,Himachal Pradesh,418.58
ZEEMEDIA,Maharashtra,841.83
AUTOIND,Maharashtra,498.73
TIIL,Maharashtra,6235.36
CINELINE,Maharashtra,460.88
PGIL,NCT of Delhi,3670.45
SMSPHARMA,Telangana,2046.89
ORIENTALTL,NCT of Delhi,32.93
AMDIND,NCT of Delhi,137.18
SAHYADRI,Maharashtra,428.82
SRHHYPOLTD,Andhra Pradesh,981.91
TGBHOTELS,Gujarat,45.98
HILTON,Maharashtra,181.21
INSECTICID,NCT of Delhi,2154.28
ASAHISONG,Gujarat,475.03
NELCAST,Andhra Pradesh,1257.60
ADSL,Maharashtra,1230.64
ALPA,Madhya Pradesh,189.15
REFEX,Tamil Nadu,2666.46
SELMC,Punjab,193.27
ASIANTILES,Gujarat,926.00
TAKE,Tamil Nadu,299.12
MAGNUM,NCT of Delhi,300.19
MAANALU,NCT of Delhi,736.37
BVCL,Assam,140.63
RGL,Maharashtra,943.53
KOLTEPATIL,Maharashtra,3176.60
MANAKSIA,West Bengal,638.24
PPAP,NCT of Delhi,290.39
ARIES,Maharashtra,346.31
KUANTUM,Punjab,1424.58
ONMOBILE,Karnataka,918.51
SEPC,Tamil Nadu,2759.77
BANG,Maharashtra,64.84
NAHARCAP,Punjab,528.34
BIRLAMONEY,Gujarat,1001.63
RPGLIFE,Maharashtra,2927.90
NIRAJ,Maharashtra,187.73
RBL,Tamil Nadu,732.25
RANEENGINE,Tamil Nadu,295.27
LOTUSEYE,Tamil Nadu,136.51
20MICRONS,Gujarat,783.01
ALKALI,Telangana,135.17
IMFA,Odisha,3785.69
BENGALASM,West Bengal,10095.42
EXPLEOSOL,Tamil Nadu,1947.42
DEN,Maharashtra,2492.06
ASTEC,Maharashtra,2503.54
DLINKINDIA,Goa,2073.31
DBCORP,Gujarat,6354.88
VASCONEQ,Maharashtra,1645.87
THANGAMAYL,Tamil Nadu,4829.43
EMMBI,Dadra and Nagar Haveli,187.87
HATHWAY,Maharashtra,4074.78
TEXMOPIPES,Madhya Pradesh,206.29
ROSSELLIND,West Bengal,2137.58
ISFT,Maharashtra,206.67
KCPSUGIND,Tamil Nadu,561.37
KECL,Karnataka,1579.99
EMAMIPAP,West Bengal,840.33
KRITINUT,Madhya Pradesh,570.18
HMVL,Bihar,715.13
EMAMIREAL,West Bengal,350.25
AHLEAST,West Bengal,222.54
WELINV,Gujarat,296.01
SASTASUNDR,West Bengal,999.96
CAREERP,Punjab,804.86
EROSMEDIA,Maharashtra,179.65
RAMKY,Telangana,4500.28
GREENPOWER,Tamil Nadu,1998.72
CANTABIL,NCT of Delhi,2310.50
BEDMUTHA,Maharashtra,671.09
SHAH,Gujarat,189.12
RPPINFRA,Tamil Nadu,597.38
PSB,NCT of Delhi,44225.06
FMNL,Maharashtra,38.27
SURANASOL,Telangana,213.51
BFINVEST,Maharashtra,2337.46
SUMMITSEC,Maharashtra,1996.61
STEL,Kerala,765.16
JUBLINDS,Uttar Pradesh,2212.83
INDTERRAIN,Tamil Nadu,311.37
DHUNINV,West Bengal,778.64
LOVABLE,Maharashtra,202.17
PFS,NCT of Delhi,3281.43
KARMAENG,Maharashtra,106.37
RUSHIL,Gujarat,894.59
ENKEIWHEL,Maharashtra,1231.28
INVENTURE,Maharashtra,328.65
YAARI,Haryana,99.44
TREEHOUSE,Maharashtra,100.95
RUPA,West Bengal,2197.26
VASWANI,Chhattisgarh,129.90
FLEXITUFF,Madhya Pradesh,136.91
INDOTHAI,Madhya Pradesh,281.70
HEXATRADEX,Uttar Pradesh,985.84
TBZ,Maharashtra,947.57
VSSL,Punjab,2352.76
SPECIALITY,West Bengal,804.67
LYPSAGEMS,Gujarat,17.07
NECCLTD,NCT of Delhi,335.31
WAAREERTL,Maharashtra,19370.72
PROZONER,Maharashtra,457.50
SRGHFL,Rajasthan,521.98
ZUARI,Goa,879.01
STEELXIND,Telangana,1218.46
PCJEWELLER,NCT of Delhi,3126.12
GCMSECU,Maharashtra,18.43
NIBL,Maharashtra,89.00
SREEL,West Bengal,665.67
SHARDAMOTR,NCT of Delhi,7417.74
MMLF,Maharashtra,180.54
JPOLYINVST,Uttar Pradesh,958.69
SUYOG,Maharashtra,1359.42
AGRITECH,Maharashtra,114.32
RACE,NCT of Delhi,697.55
INCREDIBLE,West Bengal,196.59
MONEYBOXX,NCT of Delhi,1051.20
BRPL,Gujarat,114.40
SKIPPER,West Bengal,3937.56
GULFOILLUB,Maharashtra,5702.55
SNOWMAN,Maharashtra,1234.45
SHEMAROO,Maharashtra,454.00
PDSL,Maharashtra,6823.77
CAPPIPES,Gujarat,264.54
MONTECARLO,Punjab,1310.06
MCLOUD,Telangana,7244.16
DTIL,West Bengal,223.81
GENUSPAPER,Uttar Pradesh,582.90
WARDINMOBI,Maharashtra,1446.07
BEEKAY,West Bengal,1365.85
AGIIL,Punjab,1075.07
MANAKSTEEL,West Bengal,371.51
MANAKALUCO,West Bengal,222.82
IMAGICAA,Maharashtra,4004.49
URSUGAR,Maharashtra,74.24
UFO,Maharashtra,490.18
SHIVALIK,Uttarakhand,986.53
AIIL,Maharashtra,17405.73
SGFIN,NCT of Delhi,2238.20
SATIA,Punjab,1269.00
GARMNTMNTR,Tamil Nadu,65.65
SPORTKING,Punjab,1266.72
BALKRISHNA,Maharashtra,75.72
SHYAMCENT,Meghalaya,376.36
ORTINLAB,Telangana,15.24
AURUM,Maharashtra,446.95
OSWALGREEN,Punjab,868.79
ARVSMART,Gujarat,3191.43
RAMASTEEL,NCT of Delhi,1539.27
UNIAUTO,Rajasthan,228.11
VETO,Maharashtra,265.60
NAVKARCORP,Maharashtra,1859.66
SHREEPUSHK,Maharashtra,707.31
SADBHIN,Gujarat,207.81
PRITIKAUTO,Punjab,414.24
VISHALBL,Gujarat,143.41
MALLCOM,West Bengal,850.20
SATIN,NCT of Delhi,2358.56
COFFEEDAY,Karnataka,1067.67
SHK,Maharashtra,2638.30
LUXIND,West Bengal,5483.12
REMLIFE,Maharashtra,814.06
MISHTANN,Gujarat,1829.10
PRECAM,Maharashtra,1726.84
QUICKHEAL,Maharashtra,3187.43
GOKULAGRO,Gujarat,2460.29
RELICAB,Daman and Diu,119.07
PDMJEPAPER,Maharashtra,1146.52
HCG,Karnataka,4883.79
BHARATWIRE,Maharashtra,1663.61
CHDCHEM,Chandigarh,6.92
RPEL,Rajasthan,2042.67
LANCER,Maharashtra,1226.23
NINSYS,Gujarat,874.93
THYROCARE,Maharashtra,3391.35
BAJAJHCARE,Maharashtra,963.18
PILANIINVS,West Bengal,5562.70
PARAGMILK,Maharashtra,2322.46
NAGAFERT,Telangana,682.39
ZEAL,Gujarat,153.30
COMSYN,Madhya Pradesh,295.73
KPL,Punjab,514.66
ADVENZYMES,Maharashtra,4183.90
SPAL,Tamil Nadu,2123.71
BIGBLOC,Gujarat,1913.75
MITSU,Maharashtra,199.65
SPRAYKING,Gujarat,200.21
GNA,Punjab,1776.91
RADHIKAJWE,Gujarat,690.30
HPL,NCT of Delhi,3784.08
VALIANTORG,Maharashtra,1034.20
SHASHIJIT,Gujarat,36.77
AVL,Bihar,5914.38
VSL,Gujarat,66.79
TRU,Maharashtra,555.27
JITFINFRA,Chhattisgarh,1999.75
RADIOCITY,Maharashtra,518.53
SMLT,Chhattisgarh,257.44
CHEMCRUX,Gujarat,346.45
MANOMAY,Rajasthan,414.94
MAXIMUS,Gujarat,232.89
CLEDUCATE,NCT of Delhi,530.16
SHANKARA,Karnataka,1613.91
STARLENT,Gujarat,574.74
SCHAND,NCT of Delhi,808.06
MEERA,Gujarat,51.04
PSPPROJECT,Gujarat,2656.00
BGJL,Gujarat,24.88
RIDDHICORP,Gujarat,88.99
GTPL,Gujarat,1852.27
GGENG,Maharashtra,295.29
7NR,Gujarat,18.57
SALASAR,NCT of Delhi,2990.39
GANGESSECU,Uttar Pradesh,165.06
PALASHSECU,Uttar Pradesh,136.04
